conc_alpha_syn,R,G,B,Clear,tremor_peak_freq,tremor_band_power,tremor_rms,label
2.5472425710296176,785.8729348293579,858.624764588053,725.7134751032679,2449.410476400264,4.325233878689783,0.9732781553481528,0.9290148971692676,1
0.974899956645962,579.4381343438349,574.6516701268348,469.4355209657703,1652.9623652184293,2.974552258629889,0.24512506733105846,0.31882614307042706,2
0.6904454283155108,427.58666912010216,372.32514211736253,307.18683092276143,1140.3124861606138,2.068692550058926,0.42497322484099154,0.38263315045152857,2
2.377724298488208,814.2415238308554,863.128564642381,706.492780470585,2417.2552893584825,4.41009065701305,0.7754327318535394,0.7098927188103635,1
0.6036138245040282,803.3594874285416,854.9440928724982,719.983640333559,2421.4793532287117,3.8096855743121134,0.1747057235093752,0.09616658596565741,0
0.9081928676065312,804.1371279995208,863.4208850430591,693.9121199031563,2416.8982943235183,6.277346111554476,0.14590420354613637,0.17075670012790428,0
0.9515755293383131,802.0311354794651,850.495727292994,736.105784632233,2455.4798678117763,4.438524868337805,0.06365031365769955,0.15895955489753427,0
0.7737231534495558,586.106284031658,570.675565126913,467.8523790138407,1664.960508355959,2.8990412473152842,0.2441220442787114,0.3853175250322989,2
2.238174439619307,802.1861489344891,838.35306803805,719.9380086032613,2438.0623865417115,4.657503220575016,0.8900202562950177,0.6960582475112772,1
0.5379316640543319,608.735801620104,551.1851616001459,472.89434212574747,1647.8056667782203,1.360134544698597,0.40895043986812374,0.28233224287150566,2
0.9371588024272086,804.6777954620771,850.15064381579,706.3433521351634,2440.0821371938105,6.574325094755594,0.10176239417335803,0.10214288217240254,0
0.5159023407425826,423.9296964004544,349.6475767758063,299.4635069465282,1126.042442148223,2.006834541709714,0.40711844858880963,0.2078624279682198,2
0.8997051994545213,590.9800439867162,575.7876871328205,456.96753883054146,1644.1063128067503,1.0051900487672931,0.460490332110676,0.2169034015361364,2
0.7986390411277153,800.2375148199775,853.1563597668124,719.6480306153752,2431.131178991783,6.079643271500685,0.12968986309603012,0.15807740920871977,0
0.5311706812556207,808.6684906334215,854.7103683141802,716.4179079950922,2448.037268740358,3.17731066003266,0.06573037497987214,0.16061078091407288,0
0.5911419392379791,811.8959978128474,852.2333615869635,720.7526594592919,2412.4998266508383,1.8657312923984097,0.10143902964173904,0.12109549121458343,0
0.6775521516396523,797.0189473064703,871.728422953733,735.6281356620811,2441.112804792671,4.461938127603499,0.13798031519911388,0.13466878137839622,0
2.068158938926934,812.1145426519482,852.1062205286731,705.8479748048248,2441.9080227142085,4.99649539569788,0.7991045443842741,0.9734767295039498,1
1.5113015447011122,798.8290959171312,842.4115795844781,731.888010076522,2429.1738313883848,4.175775249080288,0.941759466022343,0.6222613957427902,1
0.9211570176490909,801.7396632916957,859.0787194724243,719.9120944369664,2439.02822397295,5.783168772974205,0.1731292209730029,0.15776859062548307,0
2.3025550980673657,817.4197059800986,854.1423683076716,710.9030704985155,2442.772472996753,5.472494367396976,0.858952006954335,0.8828920382577778,1
0.8838897507214194,800.129515379541,841.2430125833275,718.0203703129869,2439.536561886482,4.7510647804631905,0.10538457222648442,0.11814019583286496,0
0.7743015589690766,785.9978444898646,852.2966246423314,714.1741908436506,2435.2181286766336,1.110598187536163,0.05040663491214945,0.0675044096212522,0
2.209749301577838,817.8840634017849,859.6451660524285,714.4025802527173,2460.1005022932163,5.865876134199909,0.9972788429372172,0.6820007240212949,1
2.0688428774457006,806.8351182308774,858.5315762322267,725.3191689221885,2443.9270225330497,5.599074261839031,0.9475398030078391,0.6745619947152576,1
0.6178458730324998,402.91893448326124,363.6077842467343,302.2979668132246,1168.952338753228,2.633198878943154,0.33174047257106554,0.27538888588498156,2
0.7313398928348032,810.5159304067166,841.5645503775453,704.1974806325647,2430.3210683728785,7.196596586196548,0.10758368320598172,0.1315329291670983,0
2.8597081664468202,796.1518405808201,857.869412612243,721.6519438012058,2441.3787334893927,4.669811229314172,0.7417816217990162,0.9176100757081184,1
2.4301091338927705,814.6592200795959,855.820548711528,715.1260497607885,2438.076411173586,4.623444135591097,0.7745467419443397,0.8975785170290708,1
0.5167662173678897,815.0977131245962,854.0203448004693,716.5247326622705,2446.5827736917054,6.570058437376103,0.06659476054328109,0.17696784376017777,0
1.6912329934979735,817.8697496384959,850.5536244175436,715.7259205755053,2418.9470845330598,5.444505136786132,0.9160109609638223,0.856459053154119,1
0.84697422223355,783.6778192057149,852.809643209182,709.4161459715294,2419.741712500572,7.267604490669027,0.1375087692149181,0.11012771251454599,0
0.7310029018220663,801.8053084180543,876.4357158339855,717.9715378032985,2430.938308699005,6.976991271553212,0.1898177423725419,0.13476997753838135,0
0.8483254119384461,583.6762043564376,563.7717468570879,475.05619597180026,1680.1813006923246,1.848261342604772,0.4209332706874168,0.386873402953803,2
0.9627842564533882,757.3658103435534,796.2377484261644,606.7803911309853,2203.562929473986,2.674981578004984,0.2996439237964817,0.2622888528091283,2
0.6136978104385563,755.2953053894836,798.9327931368676,618.567971737642,2201.257990978805,1.0092640460092057,0.30004975150734325,0.2796337387181887,2
0.7686978014689614,797.7012042855362,856.2814001348067,732.7012554657572,2413.630515659152,3.6177435271184573,0.0836907234409973,0.11786592741990402,0
0.5704285101898999,799.9334654536876,836.8085495479805,728.0443911011087,2426.855722132711,2.899151192933065,0.13708825254170653,0.14483964318792958,0
0.5065472282941668,593.5631905952939,560.1136951105295,478.2132130111907,1635.560460841686,2.721264035781468,0.3605209156800976,0.23689257428377122,2
1.9493938676497156,796.2913535235367,838.8803882034991,733.497046273107,2423.407653163872,4.698773998098666,0.8404695485324138,0.8499903948204209,1
0.6888629737200846,803.0310566610058,861.6650082992511,730.3999243982983,2409.9875943885413,4.221181841158287,0.13016838368858705,0.1221631922581379,0
2.2455179232318736,801.4346791005593,857.3829626212145,714.3228096522431,2425.5695580663055,5.506492441494902,0.7816905564160898,0.9589721639275537,1
0.7632892333296468,812.2220334620794,828.2567643591335,712.294777891659,2417.519414127189,4.04406303284827,0.1392573469550631,0.10089068688442865,0
0.7847217588817501,750.2229775288645,805.7039874413791,608.0773968147349,2204.377687886756,2.4445338637113183,0.4567089404318857,0.36604397291339835,2
0.6985917648092275,789.189366724001,856.1593560694427,725.9310125796839,2423.80907121372,0.10401538808588828,0.06282627962817022,0.0811829382719041,0
1.5397983058107296,808.2613302224212,842.4888642361469,729.240270192069,2426.30195727114,5.634887123476882,0.8025452055093627,0.703769373372517,1
0.6898462040836335,784.433708264761,856.0600995134564,707.1957064750371,2465.095883639687,4.416377446815842,0.11541897937029752,0.09416986393128765,0
2.9226799604432347,799.5508091319105,858.9913611435207,719.6236529757515,2452.0660376403303,5.789104453788183,0.9399565767841945,0.7700854017876934,1
1.533703962480176,808.0780176889206,837.8983160734338,706.5181457789429,2444.8652818804544,4.278712148145648,0.9504790710397897,0.9937608722814208,1
